wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step  93700 | train loss 0.0533 | train acc 0.984 | val loss 1.2968 | val acc 0.740 | ‖g‖ 9.3735 | 1405s
step  93800 | train loss 0.0913 | train acc 0.953 | val loss 0.9732 | val acc 0.746 | ‖g‖ 6.9192 | 1406s
step  93900 | train loss 0.0264 | train acc 0.992 | val loss 1.2891 | val acc 0.719 | ‖g‖ 3.6726 | 1408s
step  94000 | train loss 0.0687 | train acc 0.969 | val loss 1.1009 | val acc 0.754 | ‖g‖ 11.1847 | 1409s
step  94100 | train loss 0.0097 | train acc 1.000 | val loss 1.2606 | val acc 0.762 | ‖g‖ 2.2803 | 1410s
step  94200 | train loss 0.0053 | train acc 1.000 | val loss 1.3059 | val acc 0.767 | ‖g‖ 0.9175 | 1412s
step  94300 | train loss 0.1450 | train acc 0.953 | val loss 0.9710 | val acc 0.742 | ‖g‖ 7.1687 | 1413s
step  94400 | train loss 0.0563 | train acc 0.984 | val loss 1.0239 | val acc 0.748 | ‖g‖ 4.9124 | 1415s
step  94500 | train loss 0.0759 | train acc 0.969 | val loss 1.0868 | val acc 0.735 | ‖g‖ 6.0912 | 1416s
step  94600 | train loss 0.0918 | train acc 0.977 | val loss 1.2007 | val acc 0.735 | ‖g‖ 8.9781 | 1418s
step  94700 | train loss 0.0681 | train acc 0.992 | val loss 1.1797 | val acc 0.746 | ‖g‖ 6.3337 | 1419s
step  94800 | train loss 0.0382 | train acc 0.992 | val loss 1.3010 | val acc 0.710 | ‖g‖ 4.7622 | 1421s
step  94900 | train loss 0.1273 | train acc 0.945 | val loss 1.2791 | val acc 0.740 | ‖g‖ 14.7206 | 1422s
step  95000 | train loss 0.0247 | train acc 0.992 | val loss 1.1184 | val acc 0.754 | ‖g‖ 3.0376 | 1424s
step  95100 | train loss 0.0125 | train acc 1.000 | val loss 1.2526 | val acc 0.748 | ‖g‖ 2.7711 | 1426s
step  95200 | train loss 0.0323 | train acc 0.992 | val loss 1.1627 | val acc 0.742 | ‖g‖ 5.6386 | 1428s
step  95300 | train loss 0.0569 | train acc 0.969 | val loss 1.1836 | val acc 0.735 | ‖g‖ 6.4180 | 1429s
step  95400 | train loss 0.1045 | train acc 0.953 | val loss 1.1020 | val acc 0.740 | ‖g‖ 7.5876 | 1431s
step  95500 | train loss 0.0650 | train acc 0.984 | val loss 1.1426 | val acc 0.740 | ‖g‖ 8.0128 | 1432s
step  95600 | train loss 0.1263 | train acc 0.953 | val loss 1.0791 | val acc 0.750 | ‖g‖ 13.3514 | 1434s
step  95700 | train loss 0.0420 | train acc 0.992 | val loss 1.0855 | val acc 0.748 | ‖g‖ 4.4277 | 1435s
step  95800 | train loss 0.0555 | train acc 0.984 | val loss 1.1953 | val acc 0.758 | ‖g‖ 7.6980 | 1436s
step  95900 | train loss 0.1471 | train acc 0.953 | val loss 1.1575 | val acc 0.765 | ‖g‖ 15.6080 | 1438s
step  96000 | train loss 0.0385 | train acc 0.984 | val loss 1.2022 | val acc 0.765 | ‖g‖ 4.4839 | 1439s
step  96100 | train loss 0.1030 | train acc 0.984 | val loss 1.1446 | val acc 0.744 | ‖g‖ 8.3340 | 1440s
step  96200 | train loss 0.0355 | train acc 0.992 | val loss 1.1038 | val acc 0.767 | ‖g‖ 5.5298 | 1442s
step  96300 | train loss 0.1434 | train acc 0.945 | val loss 1.0901 | val acc 0.746 | ‖g‖ 14.7459 | 1443s
step  96400 | train loss 0.0256 | train acc 1.000 | val loss 1.2556 | val acc 0.746 | ‖g‖ 4.5436 | 1444s
step  96500 | train loss 0.1716 | train acc 0.938 | val loss 1.1664 | val acc 0.731 | ‖g‖ 16.3145 | 1446s
step  96600 | train loss 0.0416 | train acc 0.992 | val loss 1.1178 | val acc 0.746 | ‖g‖ 6.1031 | 1447s
step  96700 | train loss 0.0585 | train acc 0.992 | val loss 1.0700 | val acc 0.769 | ‖g‖ 10.9716 | 1449s
step  96800 | train loss 0.0719 | train acc 0.977 | val loss 1.0190 | val acc 0.752 | ‖g‖ 7.7596 | 1450s
step  96900 | train loss 0.0432 | train acc 1.000 | val loss 1.1124 | val acc 0.731 | ‖g‖ 6.9431 | 1451s
step  97000 | train loss 0.0794 | train acc 0.961 | val loss 1.2330 | val acc 0.740 | ‖g‖ 11.8044 | 1453s
step  97100 | train loss 0.0118 | train acc 1.000 | val loss 1.2094 | val acc 0.752 | ‖g‖ 2.1095 | 1455s
step  97200 | train loss 0.0707 | train acc 0.984 | val loss 1.0358 | val acc 0.735 | ‖g‖ 6.7937 | 1456s
step  97300 | train loss 0.0249 | train acc 1.000 | val loss 1.1466 | val acc 0.754 | ‖g‖ 4.6607 | 1458s
step  97400 | train loss 0.0434 | train acc 0.992 | val loss 1.2292 | val acc 0.760 | ‖g‖ 7.7851 | 1459s
step  97500 | train loss 0.0327 | train acc 0.984 | val loss 1.1701 | val acc 0.744 | ‖g‖ 5.1457 | 1461s
step  97600 | train loss 0.0391 | train acc 1.000 | val loss 1.2542 | val acc 0.733 | ‖g‖ 3.4417 | 1462s
step  97700 | train loss 0.0207 | train acc 1.000 | val loss 1.2853 | val acc 0.731 | ‖g‖ 2.2149 | 1464s
step  97800 | train loss 0.0716 | train acc 0.984 | val loss 1.1537 | val acc 0.735 | ‖g‖ 7.7581 | 1465s
step  97900 | train loss 0.0207 | train acc 1.000 | val loss 1.0488 | val acc 0.769 | ‖g‖ 2.0789 | 1467s
step  98000 | train loss 0.0265 | train acc 0.992 | val loss 1.2599 | val acc 0.758 | ‖g‖ 7.8364 | 1468s
step  98100 | train loss 0.1758 | train acc 0.953 | val loss 1.1635 | val acc 0.723 | ‖g‖ 16.1021 | 1470s
step  98200 | train loss 0.0536 | train acc 0.992 | val loss 1.1786 | val acc 0.750 | ‖g‖ 6.6760 | 1471s
step  98300 | train loss 0.0933 | train acc 0.977 | val loss 1.1764 | val acc 0.756 | ‖g‖ 12.0871 | 1473s
step  98400 | train loss 0.0514 | train acc 0.984 | val loss 1.3531 | val acc 0.717 | ‖g‖ 6.7112 | 1474s
step  98500 | train loss 0.0142 | train acc 1.000 | val loss 1.1128 | val acc 0.760 | ‖g‖ 2.3527 | 1475s
step  98600 | train loss 0.0088 | train acc 1.000 | val loss 1.2418 | val acc 0.769 | ‖g‖ 1.3765 | 1477s
step  98700 | train loss 0.0048 | train acc 1.000 | val loss 1.2437 | val acc 0.773 | ‖g‖ 0.6182 | 1478s
step  98800 | train loss 0.1846 | train acc 0.922 | val loss 0.7658 | val acc 0.773 | ‖g‖ 12.1864 | 1479s
step  98900 | train loss 0.0947 | train acc 0.961 | val loss 1.0814 | val acc 0.767 | ‖g‖ 9.3731 | 1481s
step  99000 | train loss 0.1040 | train acc 0.961 | val loss 1.1347 | val acc 0.738 | ‖g‖ 9.7680 | 1482s
step  99100 | train loss 0.0427 | train acc 1.000 | val loss 1.0942 | val acc 0.740 | ‖g‖ 5.3274 | 1484s
step  99200 | train loss 0.0804 | train acc 0.953 | val loss 1.1297 | val acc 0.756 | ‖g‖ 12.5944 | 1485s
step  99300 | train loss 0.0316 | train acc 0.984 | val loss 1.1676 | val acc 0.769 | ‖g‖ 5.1114 | 1486s
step  99400 | train loss 0.1367 | train acc 0.953 | val loss 1.1569 | val acc 0.738 | ‖g‖ 10.2447 | 1488s
step  99500 | train loss 0.0100 | train acc 1.000 | val loss 1.2451 | val acc 0.748 | ‖g‖ 1.6287 | 1489s
step  99600 | train loss 0.0577 | train acc 0.977 | val loss 1.1490 | val acc 0.742 | ‖g‖ 6.6455 | 1491s
step  99700 | train loss 0.0245 | train acc 0.992 | val loss 1.1018 | val acc 0.756 | ‖g‖ 2.9252 | 1492s
step  99800 | train loss 0.0584 | train acc 0.984 | val loss 1.2553 | val acc 0.731 | ‖g‖ 5.3191 | 1494s
step  99900 | train loss 0.1101 | train acc 0.953 | val loss 1.0421 | val acc 0.735 | ‖g‖ 11.5980 | 1496s
step 100000 | train loss 0.0647 | train acc 0.961 | val loss 1.2457 | val acc 0.744 | ‖g‖ 7.4879 | 1498s
step 100100 | train loss 0.0695 | train acc 0.984 | val loss 1.1097 | val acc 0.752 | ‖g‖ 8.3474 | 1499s
step 100200 | train loss 0.0233 | train acc 1.000 | val loss 1.0887 | val acc 0.756 | ‖g‖ 2.2322 | 1501s
step 100300 | train loss 0.0121 | train acc 1.000 | val loss 1.1201 | val acc 0.762 | ‖g‖ 2.4814 | 1502s
step 100400 | train loss 0.0255 | train acc 1.000 | val loss 1.1711 | val acc 0.746 | ‖g‖ 4.3160 | 1504s
step 100500 | train loss 0.1158 | train acc 0.984 | val loss 1.1405 | val acc 0.735 | ‖g‖ 9.4915 | 1505s
step 100600 | train loss 0.0358 | train acc 1.000 | val loss 1.2108 | val acc 0.740 | ‖g‖ 4.1564 | 1507s
step 100700 | train loss 0.1079 | train acc 0.953 | val loss 1.1392 | val acc 0.740 | ‖g‖ 9.2243 | 1508s
step 100800 | train loss 0.1167 | train acc 0.977 | val loss 1.1811 | val acc 0.727 | ‖g‖ 10.6093 | 1509s
step 100900 | train loss 0.0163 | train acc 1.000 | val loss 1.2507 | val acc 0.744 | ‖g‖ 2.5189 | 1511s
step 101000 | train loss 0.0511 | train acc 0.984 | val loss 1.2838 | val acc 0.754 | ‖g‖ 6.8790 | 1512s
step 101100 | train loss 0.0932 | train acc 0.969 | val loss 1.0891 | val acc 0.758 | ‖g‖ 11.2879 | 1514s
step 101200 | train loss 0.0528 | train acc 0.984 | val loss 1.2495 | val acc 0.725 | ‖g‖ 7.8743 | 1515s
step 101300 | train loss 0.0826 | train acc 0.984 | val loss 1.2102 | val acc 0.738 | ‖g‖ 9.3868 | 1516s
step 101400 | train loss 0.0257 | train acc 0.992 | val loss 1.1168 | val acc 0.742 | ‖g‖ 2.3438 | 1518s
step 101500 | train loss 0.0117 | train acc 1.000 | val loss 1.1614 | val acc 0.750 | ‖g‖ 2.5555 | 1520s
step 101600 | train loss 0.0433 | train acc 0.992 | val loss 1.1224 | val acc 0.748 | ‖g‖ 5.0347 | 1522s
step 101700 | train loss 0.0699 | train acc 0.969 | val loss 1.2647 | val acc 0.729 | ‖g‖ 8.5671 | 1523s
step 101800 | train loss 0.0327 | train acc 1.000 | val loss 1.1973 | val acc 0.748 | ‖g‖ 2.5996 | 1525s
step 101900 | train loss 0.0566 | train acc 0.992 | val loss 1.2046 | val acc 0.748 | ‖g‖ 8.7518 | 1526s
step 102000 | train loss 0.1522 | train acc 0.953 | val loss 1.1716 | val acc 0.767 | ‖g‖ 16.8207 | 1527s
step 102100 | train loss 0.0175 | train acc 1.000 | val loss 1.0885 | val acc 0.752 | ‖g‖ 2.1461 | 1529s
step 102200 | train loss 0.0476 | train acc 0.984 | val loss 1.2752 | val acc 0.760 | ‖g‖ 7.3388 | 1530s
step 102300 | train loss 0.0771 | train acc 0.961 | val loss 0.9601 | val acc 0.767 | ‖g‖ 11.6441 | 1532s
step 102400 | train loss 0.1240 | train acc 0.945 | val loss 1.1367 | val acc 0.760 | ‖g‖ 12.2936 | 1533s
step 102500 | train loss 0.0755 | train acc 0.969 | val loss 1.0623 | val acc 0.752 | ‖g‖ 8.7124 | 1535s
step 102600 | train loss 0.0798 | train acc 0.977 | val loss 0.9125 | val acc 0.754 | ‖g‖ 8.5858 | 1536s
step 102700 | train loss 0.0565 | train acc 0.977 | val loss 1.1910 | val acc 0.762 | ‖g‖ 10.4005 | 1538s
step 102800 | train loss 0.1213 | train acc 0.945 | val loss 1.0914 | val acc 0.738 | ‖g‖ 17.1266 | 1539s
step 102900 | train loss 0.0271 | train acc 0.992 | val loss 1.0760 | val acc 0.767 | ‖g‖ 4.5324 | 1541s
step 103000 | train loss 0.0272 | train acc 0.992 | val loss 1.2766 | val acc 0.742 | ‖g‖ 4.0460 | 1542s
step 103100 | train loss 0.0626 | train acc 0.977 | val loss 1.1998 | val acc 0.756 | ‖g‖ 8.3003 | 1544s
step 103200 | train loss 0.0642 | train acc 0.984 | val loss 1.1102 | val acc 0.758 | ‖g‖ 6.6190 | 1545s
step 103300 | train loss 0.0482 | train acc 0.984 | val loss 1.1651 | val acc 0.735 | ‖g‖ 5.5497 | 1547s
step 103400 | train loss 0.0558 | train acc 0.977 | val loss 1.0068 | val acc 0.762 | ‖g‖ 5.3256 | 1548s
step 103500 | train loss 0.0401 | train acc 0.992 | val loss 1.1470 | val acc 0.758 | ‖g‖ 8.0306 | 1549s
step 103600 | train loss 0.0279 | train acc 0.992 | val loss 1.2155 | val acc 0.758 | ‖g‖ 6.7366 | 1551s
step 103700 | train loss 0.0997 | train acc 0.953 | val loss 0.9907 | val acc 0.725 | ‖g‖ 8.8752 | 1552s
step 103800 | train loss 0.0257 | train acc 0.992 | val loss 1.1083 | val acc 0.779 | ‖g‖ 3.8450 | 1554s
step 103900 | train loss 0.0379 | train acc 0.977 | val loss 1.0666 | val acc 0.769 | ‖g‖ 5.3799 | 1555s
step 104000 | train loss 0.0261 | train acc 1.000 | val loss 1.2267 | val acc 0.758 | ‖g‖ 4.0728 | 1556s
step 104100 | train loss 0.1210 | train acc 0.938 | val loss 1.2088 | val acc 0.723 | ‖g‖ 10.9592 | 1558s
step 104200 | train loss 0.0365 | train acc 0.992 | val loss 1.1190 | val acc 0.748 | ‖g‖ 5.5365 | 1559s
step 104300 | train loss 0.0770 | train acc 0.969 | val loss 1.0783 | val acc 0.748 | ‖g‖ 7.1868 | 1560s
step 104400 | train loss 0.0349 | train acc 0.992 | val loss 1.1755 | val acc 0.758 | ‖g‖ 7.8607 | 1562s
step 104500 | train loss 0.0899 | train acc 0.969 | val loss 1.1808 | val acc 0.773 | ‖g‖ 9.4061 | 1563s
step 104600 | train loss 0.0406 | train acc 0.992 | val loss 1.1731 | val acc 0.746 | ‖g‖ 5.9279 | 1565s
step 104700 | train loss 0.1084 | train acc 0.961 | val loss 1.0043 | val acc 0.756 | ‖g‖ 13.4454 | 1566s
step 104800 | train loss 0.1704 | train acc 0.969 | val loss 1.1403 | val acc 0.744 | ‖g‖ 18.3477 | 1567s
step 104900 | train loss 0.0168 | train acc 1.000 | val loss 1.0975 | val acc 0.767 | ‖g‖ 2.1036 | 1569s
step 105000 | train loss 0.0715 | train acc 0.977 | val loss 1.3531 | val acc 0.717 | ‖g‖ 12.0871 | 1570s
step 105100 | train loss 0.0224 | train acc 1.000 | val loss 1.0994 | val acc 0.752 | ‖g‖ 3.9002 | 1572s
step 105200 | train loss 0.0528 | train acc 0.977 | val loss 1.1094 | val acc 0.748 | ‖g‖ 6.1138 | 1573s
step 105300 | train loss 0.0676 | train acc 0.961 | val loss 1.1006 | val acc 0.756 | ‖g‖ 8.6070 | 1575s
step 105400 | train loss 0.0708 | train acc 0.977 | val loss 1.0770 | val acc 0.765 | ‖g‖ 12.1032 | 1576s
step 105500 | train loss 0.0176 | train acc 1.000 | val loss 1.1612 | val acc 0.767 | ‖g‖ 2.3621 | 1577s
step 105600 | train loss 0.0773 | train acc 0.977 | val loss 0.9989 | val acc 0.769 | ‖g‖ 8.0604 | 1579s
step 105700 | train loss 0.0366 | train acc 0.992 | val loss 1.1560 | val acc 0.771 | ‖g‖ 6.7010 | 1580s
step 105800 | train loss 0.1477 | train acc 0.938 | val loss 0.9069 | val acc 0.758 | ‖g‖ 9.4971 | 1582s
step 105900 | train loss 0.0446 | train acc 1.000 | val loss 1.0408 | val acc 0.785 | ‖g‖ 6.3415 | 1583s
step 106000 | train loss 0.0561 | train acc 0.992 | val loss 1.0854 | val acc 0.769 | ‖g‖ 4.2892 | 1585s
step 106100 | train loss 0.0102 | train acc 1.000 | val loss 1.1607 | val acc 0.765 | ‖g‖ 1.2808 | 1586s
step 106200 | train loss 0.0064 | train acc 1.000 | val loss 1.1201 | val acc 0.769 | ‖g‖ 0.8841 | 1587s
step 106300 | train loss 0.2691 | train acc 0.922 | val loss 0.8570 | val acc 0.781 | ‖g‖ 19.4354 | 1589s
step 106400 | train loss 0.0819 | train acc 0.977 | val loss 1.1013 | val acc 0.746 | ‖g‖ 5.9962 | 1590s
step 106500 | train loss 0.0504 | train acc 0.984 | val loss 0.9531 | val acc 0.794 | ‖g‖ 5.8043 | 1591s
step 106600 | train loss 0.0952 | train acc 0.977 | val loss 1.0708 | val acc 0.777 | ‖g‖ 9.7945 | 1593s
step 106700 | train loss 0.0642 | train acc 0.984 | val loss 1.0477 | val acc 0.762 | ‖g‖ 7.5181 | 1594s
step 106800 | train loss 0.0440 | train acc 0.977 | val loss 1.1167 | val acc 0.762 | ‖g‖ 9.1520 | 1596s
step 106900 | train loss 0.1108 | train acc 0.961 | val loss 1.0572 | val acc 0.767 | ‖g‖ 12.1268 | 1597s
step 107000 | train loss 0.0637 | train acc 0.977 | val loss 1.0818 | val acc 0.756 | ‖g‖ 8.1294 | 1598s
step 107100 | train loss 0.1082 | train acc 0.969 | val loss 1.1741 | val acc 0.746 | ‖g‖ 9.9082 | 1600s
step 107200 | train loss 0.0188 | train acc 1.000 | val loss 1.0786 | val acc 0.775 | ‖g‖ 3.8721 | 1601s
step 107300 | train loss 0.0322 | train acc 1.000 | val loss 1.2765 | val acc 0.744 | ‖g‖ 6.0014 | 1602s
step 107400 | train loss 0.0972 | train acc 0.977 | val loss 1.0171 | val acc 0.754 | ‖g‖ 8.0724 | 1604s
step 107500 | train loss 0.0970 | train acc 0.977 | val loss 1.0856 | val acc 0.750 | ‖g‖ 12.7644 | 1605s
step 107600 | train loss 0.0617 | train acc 0.977 | val loss 1.0299 | val acc 0.777 | ‖g‖ 12.6541 | 1607s
step 107700 | train loss 0.0158 | train acc 1.000 | val loss 1.1291 | val acc 0.767 | ‖g‖ 2.4770 | 1608s
step 107800 | train loss 0.0222 | train acc 1.000 | val loss 1.1098 | val acc 0.746 | ‖g‖ 2.0178 | 1610s
step 107900 | train loss 0.0106 | train acc 1.000 | val loss 1.1403 | val acc 0.765 | ‖g‖ 2.4125 | 1611s
step 108000 | train loss 0.0753 | train acc 0.984 | val loss 0.8809 | val acc 0.777 | ‖g‖ 7.6490 | 1613s
step 108100 | train loss 0.0476 | train acc 0.984 | val loss 1.0358 | val acc 0.773 | ‖g‖ 4.1784 | 1614s
step 108200 | train loss 0.0169 | train acc 1.000 | val loss 1.2206 | val acc 0.756 | ‖g‖ 2.5329 | 1616s
step 108300 | train loss 0.0520 | train acc 0.977 | val loss 0.8409 | val acc 0.800 | ‖g‖ 7.3725 | 1617s
step 108400 | train loss 0.0496 | train acc 0.984 | val loss 0.9232 | val acc 0.765 | ‖g‖ 4.2182 | 1619s
step 108500 | train loss 0.0563 | train acc 0.977 | val loss 0.9007 | val acc 0.783 | ‖g‖ 6.2937 | 1620s
step 108600 | train loss 0.0078 | train acc 1.000 | val loss 1.0581 | val acc 0.783 | ‖g‖ 0.7705 | 1622s
step 108700 | train loss 0.0052 | train acc 1.000 | val loss 1.0795 | val acc 0.777 | ‖g‖ 0.8329 | 1623s
step 108800 | train loss 0.0191 | train acc 0.992 | val loss 1.1430 | val acc 0.775 | ‖g‖ 4.8880 | 1625s
step 108900 | train loss 0.0810 | train acc 0.961 | val loss 0.8253 | val acc 0.783 | ‖g‖ 7.5845 | 1626s
step 109000 | train loss 0.0256 | train acc 0.992 | val loss 0.9094 | val acc 0.794 | ‖g‖ 2.8684 | 1627s
step 109100 | train loss 0.0710 | train acc 0.977 | val loss 1.0045 | val acc 0.777 | ‖g‖ 7.1007 | 1629s
step 109200 | train loss 0.1090 | train acc 0.961 | val loss 0.9329 | val acc 0.802 | ‖g‖ 6.9965 | 1630s
step 109300 | train loss 0.0645 | train acc 0.977 | val loss 0.8778 | val acc 0.802 | ‖g‖ 4.5141 | 1632s
step 109400 | train loss 0.1059 | train acc 0.961 | val loss 0.8339 | val acc 0.800 | ‖g‖ 11.6900 | 1633s
step 109500 | train loss 0.0802 | train acc 0.977 | val loss 0.9835 | val acc 0.787 | ‖g‖ 6.7162 | 1635s
step 109600 | train loss 0.0890 | train acc 0.984 | val loss 1.0089 | val acc 0.771 | ‖g‖ 8.8429 | 1636s
step 109700 | train loss 0.0215 | train acc 1.000 | val loss 0.9867 | val acc 0.796 | ‖g‖ 3.5649 | 1637s
step 109800 | train loss 0.0902 | train acc 0.953 | val loss 0.9348 | val acc 0.790 | ‖g‖ 8.4296 | 1639s
step 109900 | train loss 0.0745 | train acc 0.961 | val loss 0.9564 | val acc 0.790 | ‖g‖ 9.6876 | 1640s
step 110000 | train loss 0.1289 | train acc 0.922 | val loss 0.9696 | val acc 0.787 | ‖g‖ 12.5948 | 1642s
step 110100 | train loss 0.0588 | train acc 0.984 | val loss 0.9500 | val acc 0.765 | ‖g‖ 7.3415 | 1643s
step 110200 | train loss 0.0508 | train acc 0.977 | val loss 0.9688 | val acc 0.804 | ‖g‖ 9.0050 | 1645s
step 110300 | train loss 0.0306 | train acc 0.992 | val loss 0.9271 | val acc 0.787 | ‖g‖ 6.1324 | 1646s
step 110400 | train loss 0.0374 | train acc 1.000 | val loss 0.9540 | val acc 0.787 | ‖g‖ 3.8422 | 1647s
step 110500 | train loss 0.1054 | train acc 0.961 | val loss 0.9878 | val acc 0.790 | ‖g‖ 12.0842 | 1649s
step 110600 | train loss 0.0405 | train acc 0.992 | val loss 0.9193 | val acc 0.787 | ‖g‖ 6.3529 | 1650s
step 110700 | train loss 0.1314 | train acc 0.961 | val loss 0.9525 | val acc 0.787 | ‖g‖ 12.0023 | 1652s
step 110800 | train loss 0.0219 | train acc 1.000 | val loss 0.9960 | val acc 0.779 | ‖g‖ 2.2853 | 1653s
step 110900 | train loss 0.0052 | train acc 1.000 | val loss 0.9609 | val acc 0.798 | ‖g‖ 0.5893 | 1654s
step 111000 | train loss 0.0043 | train acc 1.000 | val loss 1.0475 | val acc 0.790 | ‖g‖ 0.9007 | 1656s
step 111100 | train loss 0.0931 | train acc 0.984 | val loss 0.8175 | val acc 0.794 | ‖g‖ 6.4478 | 1657s
step 111200 | train loss 0.0652 | train acc 0.977 | val loss 0.8210 | val acc 0.808 | ‖g‖ 7.5504 | 1659s
step 111300 | train loss 0.0719 | train acc 0.969 | val loss 0.8496 | val acc 0.800 | ‖g‖ 8.3091 | 1660s
step 111400 | train loss 0.0384 | train acc 0.984 | val loss 0.8191 | val acc 0.829 | ‖g‖ 5.7300 | 1661s
step 111500 | train loss 0.0676 | train acc 0.969 | val loss 0.7824 | val acc 0.825 | ‖g‖ 6.9392 | 1663s
step 111600 | train loss 0.0043 | train acc 1.000 | val loss 0.8895 | val acc 0.812 | ‖g‖ 0.8994 | 1664s
step 111700 | train loss 0.0080 | train acc 1.000 | val loss 0.9547 | val acc 0.800 | ‖g‖ 1.7046 | 1666s
step 111800 | train loss 0.1333 | train acc 0.938 | val loss 0.9833 | val acc 0.762 | ‖g‖ 16.3044 | 1667s
step 111900 | train loss 0.1140 | train acc 0.969 | val loss 0.9012 | val acc 0.792 | ‖g‖ 8.4792 | 1669s
step 112000 | train loss 0.0286 | train acc 1.000 | val loss 0.8908 | val acc 0.781 | ‖g‖ 4.5034 | 1670s
step 112100 | train loss 0.0345 | train acc 0.992 | val loss 0.8653 | val acc 0.792 | ‖g‖ 3.0822 | 1672s
step 112200 | train loss 0.0746 | train acc 0.977 | val loss 0.9015 | val acc 0.808 | ‖g‖ 8.9694 | 1673s
step 112300 | train loss 0.0144 | train acc 0.992 | val loss 0.9293 | val acc 0.819 | ‖g‖ 2.4961 | 1675s
step 112400 | train loss 0.0054 | train acc 1.000 | val loss 0.9483 | val acc 0.817 | ‖g‖ 0.6598 | 1676s
step 112500 | train loss 0.0827 | train acc 0.969 | val loss 1.0150 | val acc 0.779 | ‖g‖ 12.7234 | 1678s
step 112600 | train loss 0.0656 | train acc 0.984 | val loss 0.8097 | val acc 0.817 | ‖g‖ 9.5262 | 1679s
step 112700 | train loss 0.1187 | train acc 0.938 | val loss 0.8919 | val acc 0.798 | ‖g‖ 10.4494 | 1681s
step 112800 | train loss 0.0201 | train acc 1.000 | val loss 0.8954 | val acc 0.794 | ‖g‖ 3.7275 | 1682s
step 112900 | train loss 0.0085 | train acc 1.000 | val loss 0.8614 | val acc 0.825 | ‖g‖ 1.0498 | 1684s
step 113000 | train loss 0.1354 | train acc 0.953 | val loss 0.7940 | val acc 0.800 | ‖g‖ 12.0555 | 1685s
step 113100 | train loss 0.0476 | train acc 0.992 | val loss 0.9013 | val acc 0.802 | ‖g‖ 5.0279 | 1687s
step 113200 | train loss 0.1179 | train acc 0.945 | val loss 0.8009 | val acc 0.800 | ‖g‖ 16.2896 | 1688s
step 113300 | train loss 0.0294 | train acc 0.992 | val loss 0.8965 | val acc 0.815 | ‖g‖ 5.2448 | 1690s
step 113400 | train loss 0.0497 | train acc 0.992 | val loss 1.0044 | val acc 0.777 | ‖g‖ 4.8402 | 1691s
step 113500 | train loss 0.0270 | train acc 1.000 | val loss 0.8333 | val acc 0.802 | ‖g‖ 3.9034 | 1692s
step 113600 | train loss 0.0172 | train acc 0.992 | val loss 1.0162 | val acc 0.792 | ‖g‖ 3.5990 | 1694s
step 113700 | train loss 0.2201 | train acc 0.906 | val loss 0.9002 | val acc 0.787 | ‖g‖ 17.4491 | 1695s
step 113800 | train loss 0.0253 | train acc 1.000 | val loss 0.9610 | val acc 0.798 | ‖g‖ 3.7036 | 1697s
step 113900 | train loss 0.0137 | train acc 1.000 | val loss 0.9370 | val acc 0.808 | ‖g‖ 2.6089 | 1698s
step 114000 | train loss 0.1256 | train acc 0.961 | val loss 0.9103 | val acc 0.775 | ‖g‖ 8.2617 | 1700s
step 114100 | train loss 0.0713 | train acc 0.969 | val loss 0.7345 | val acc 0.827 | ‖g‖ 8.0903 | 1701s
step 114200 | train loss 0.0566 | train acc 0.977 | val loss 0.9098 | val acc 0.810 | ‖g‖ 11.5532 | 1703s
step 114300 | train loss 0.0364 | train acc 0.992 | val loss 0.9798 | val acc 0.792 | ‖g‖ 5.7114 | 1704s
step 114400 | train loss 0.0431 | train acc 0.984 | val loss 0.8137 | val acc 0.819 | ‖g‖ 4.5526 | 1706s
step 114500 | train loss 0.0352 | train acc 0.992 | val loss 0.8589 | val acc 0.792 | ‖g‖ 4.3615 | 1707s
step 114600 | train loss 0.0753 | train acc 0.984 | val loss 0.8274 | val acc 0.829 | ‖g‖ 6.6131 | 1709s
step 114700 | train loss 0.0184 | train acc 1.000 | val loss 0.8698 | val acc 0.819 | ‖g‖ 3.1247 | 1710s
step 114800 | train loss 0.0036 | train acc 1.000 | val loss 0.9090 | val acc 0.825 | ‖g‖ 0.4597 | 1711s
step 114900 | train loss 0.0037 | train acc 1.000 | val loss 0.9622 | val acc 0.815 | ‖g‖ 0.4968 | 1713s
step 115000 | train loss 0.1277 | train acc 0.953 | val loss 0.8243 | val acc 0.783 | ‖g‖ 8.4346 | 1714s
